event,ID,year,municipality,gender,start,end,participant,duration,view,complete
FilterSetUpdated,2146071741,2017,?tvidaberg,both,2023-05-04 00:05:06,2023-05-04 00:05:10,P4,4.0,IncomeButton,True
FilterSetUpdated,2146071741,2017,?tvidaberg,female,2023-05-04 00:05:10,2023-05-04 00:05:28,P4,18.0,IncomeButton,True
FilterSetCreated,2146071585,2017,,both,2023-05-04 00:05:28,2023-05-04 00:05:30,P4,2.0,IncomeButton,True
FilterSetCreated,2146071430,2017,,both,2023-05-04 00:05:30,2023-05-04 00:05:32,P4,2.0,IncomeButton,True
FilterSetDestroyed,2146071430,,,both,2023-05-04 00:05:32,2023-05-04 00:05:33,P4,1.0,IncomeButton,True
FilterSetUpdated,2146071585,2017,Boxholm,both,2023-05-04 00:05:33,2023-05-04 00:05:35,P4,2.0,IncomeButton,True
FilterSetUpdated,2146071585,2017,Boxholm,female,2023-05-04 00:05:35,2023-05-04 00:05:41,P4,6.0,IncomeButton,True
FilterSetDestroyed,2146071585,,,both,2023-05-04 00:05:41,2023-05-04 00:05:46,P4,5.0,IncomeButton,True
FilterSetCreated,2146071266,2017,,both,2023-05-04 00:05:46,2023-05-04 00:05:48,P4,2.0,IncomeButton,True
FilterSetUpdated,2146071266,2017,Finsp?ng,both,2023-05-04 00:05:48,2023-05-04 00:05:49,P4,1.0,IncomeButton,True
FilterSetUpdated,2146071266,2017,Finsp?ng,female,2023-05-04 00:05:49,2023-05-04 00:05:54,P4,5.0,IncomeButton,True
FilterSetDestroyed,2146071266,,,both,2023-05-04 00:05:54,2023-05-04 00:05:58,P4,4.0,IncomeButton,True
FilterSetCreated,2146071106,2017,,both,2023-05-04 00:05:58,2023-05-04 00:06:00,P4,2.0,IncomeButton,True
FilterSetUpdated,2146071106,2017,Kinda,both,2023-05-04 00:06:00,2023-05-04 00:06:01,P4,1.0,IncomeButton,True
FilterSetUpdated,2146071106,2017,Kinda,female,2023-05-04 00:06:01,2023-05-04 00:06:06,P4,5.0,IncomeButton,True
FilterSetDestroyed,2146071741,,,both,2023-05-04 00:06:06,2023-05-04 00:06:16,P4,10.0,IncomeButton,True
FilterSetCreated,2146070946,2017,,both,2023-05-04 00:06:16,2023-05-04 00:06:21,P4,5.0,IncomeButton,True
FilterSetUpdated,2146070946,2017,Link?ping,both,2023-05-04 00:06:21,2023-05-04 00:06:25,P4,4.0,IncomeButton,True
FilterSetDestroyed,2146071106,,,both,2023-05-04 00:06:25,2023-05-04 00:06:58,P4,33.0,IncomeButton,True
FilterSetCreated,2146070781,2017,,female,2023-05-04 00:07:01,2023-05-04 00:07:21,P4,20.0,IncomeButton,False
FilterSetCreated,2146070509,2017,,both,2023-05-04 00:07:55,2023-05-04 00:07:57,P4,2.0,IncomeButton,False
FilterSetUpdated,2146070946,2017,Link?ping,female,2023-05-04 00:08:09,2023-05-04 00:08:16,P4,7.0,IncomeButton,True
FilterSetCreated,2146070303,2017,,both,2023-05-04 00:08:16,2023-05-04 00:08:18,P4,2.0,IncomeButton,True
FilterSetDestroyed,2146070303,,,both,2023-05-04 00:08:18,2023-05-04 00:08:19,P4,1.0,IncomeButton,True
FilterSetCreated,2146070144,2017,,both,2023-05-04 00:08:19,2023-05-04 00:08:21,P4,2.0,IncomeButton,True
FilterSetUpdated,2146070144,2017,Mj?lby,both,2023-05-04 00:08:21,2023-05-04 00:08:23,P4,2.0,IncomeButton,True
FilterSetUpdated,2146070144,2017,Mj?lby,female,2023-05-04 00:08:23,2023-05-04 00:08:27,P4,4.0,IncomeButton,True
FilterSetDestroyed,2146070144,,,both,2023-05-04 00:08:27,2023-05-04 00:08:29,P4,2.0,IncomeButton,True
FilterSetCreated,2146069984,2017,,both,2023-05-04 00:08:29,2023-05-04 00:08:31,P4,2.0,IncomeButton,True
FilterSetUpdated,2146069984,2017,Motala,both,2023-05-04 00:08:31,2023-05-04 00:08:32,P4,1.0,IncomeButton,True
FilterSetUpdated,2146069984,2017,Motala,female,2023-05-04 00:08:32,2023-05-04 00:08:34,P4,2.0,IncomeButton,True
FilterSetDestroyed,2146069984,,,both,2023-05-04 00:08:34,2023-05-04 00:08:38,P4,4.0,IncomeButton,True
FilterSetCreated,2146069824,2017,,both,2023-05-04 00:08:38,2023-05-04 00:08:39,P4,1.0,IncomeButton,True
FilterSetCreated,2146069669,2017,,both,2023-05-04 00:08:39,2023-05-04 00:08:41,P4,2.0,IncomeButton,True
FilterSetDestroyed,2146069669,,,both,2023-05-04 00:08:41,2023-05-04 00:08:42,P4,1.0,IncomeButton,True
FilterSetUpdated,2146069824,2017,Norrk?ping,both,2023-05-04 00:08:42,2023-05-04 00:08:43,P4,1.0,IncomeButton,True
FilterSetUpdated,2146069824,2017,Norrk?ping,female,2023-05-04 00:08:43,2023-05-04 00:08:48,P4,5.0,IncomeButton,True
FilterSetDestroyed,2146069824,,,both,2023-05-04 00:08:48,2023-05-04 00:09:00,P4,12.0,IncomeButton,True
FilterSetCreated,2146069505,2017,,both,2023-05-04 00:09:00,2023-05-04 00:09:03,P4,3.0,IncomeButton,True
FilterSetCreated,2146069350,2017,,both,2023-05-04 00:09:03,2023-05-04 00:09:04,P4,1.0,IncomeButton,True
FilterSetDestroyed,2146069350,,,both,2023-05-04 00:09:04,2023-05-04 00:09:05,P4,1.0,IncomeButton,True
FilterSetUpdated,2146069505,2017,?desh?g,both,2023-05-04 00:09:05,2023-05-04 00:09:06,P4,1.0,IncomeButton,True
FilterSetUpdated,2146069505,2017,?desh?g,female,2023-05-04 00:09:06,2023-05-04 00:09:12,P4,6.0,IncomeButton,True
FilterSetDestroyed,2146069505,,,both,2023-05-04 00:09:12,2023-05-04 00:09:17,P4,5.0,IncomeButton,True
FilterSetCreated,2146069186,2017,,both,2023-05-04 00:09:17,2023-05-04 00:09:19,P4,2.0,IncomeButton,True
FilterSetDestroyed,2146069186,,,both,2023-05-04 00:09:19,2023-05-04 00:09:24,P4,5.0,IncomeButton,True
FilterSetCreated,2146069027,2017,,both,2023-05-04 00:09:24,2023-05-04 00:09:26,P4,2.0,IncomeButton,True
FilterSetUpdated,2146069027,2017,S?derk?ping,both,2023-05-04 00:09:26,2023-05-04 00:09:28,P4,2.0,IncomeButton,True
FilterSetUpdated,2146069027,2017,S?derk?ping,female,2023-05-04 00:09:28,2023-05-04 00:09:31,P4,3.0,IncomeButton,True
FilterSetDestroyed,2146069027,,,both,2023-05-04 00:09:31,2023-05-04 00:09:42,P4,11.0,IncomeButton,True
FilterSetCreated,2146068867,2017,,both,2023-05-04 00:09:42,2023-05-04 00:09:44,P4,2.0,IncomeButton,True
FilterSetUpdated,2146068867,2017,Vadstena,both,2023-05-04 00:09:44,2023-05-04 00:09:45,P4,1.0,IncomeButton,True
FilterSetUpdated,2146068867,2017,Vadstena,female,2023-05-04 00:09:45,2023-05-04 00:09:48,P4,3.0,IncomeButton,True
FilterSetDestroyed,2146068867,,,both,2023-05-04 00:09:48,2023-05-04 00:10:01,P4,13.0,IncomeButton,True
FilterSetCreated,2146068707,2017,,both,2023-05-04 00:10:01,2023-05-04 00:10:02,P4,1.0,IncomeButton,True
FilterSetUpdated,2146068707,2017,Valdemarsvik,both,2023-05-04 00:10:02,2023-05-04 00:10:03,P4,1.0,IncomeButton,True
FilterSetUpdated,2146068707,2017,Valdemarsvik,female,2023-05-04 00:10:03,2023-05-04 00:10:06,P4,3.0,IncomeButton,True
FilterSetDestroyed,2146068707,,,both,2023-05-04 00:10:06,2023-05-04 00:10:08,P4,2.0,IncomeButton,True
FilterSetCreated,2146068547,2017,,both,2023-05-04 00:10:08,2023-05-04 00:10:10,P4,2.0,IncomeButton,True
FilterSetUpdated,2146068547,2017,Ydre,both,2023-05-04 00:10:10,2023-05-04 00:10:11,P4,1.0,IncomeButton,True
FilterSetUpdated,2146068547,2017,Ydre,female,2023-05-04 00:10:11,2023-05-04 00:10:14,P4,3.0,IncomeButton,True
FilterSetDestroyed,2146068547,,,both,2023-05-04 00:10:14,2023-05-04 00:10:24,P4,10.0,IncomeButton,True
FilterSetCreated,2146068382,2017,,female,2023-05-04 00:10:26,2023-05-04 00:10:29,P4,3.0,IncomeButton,False
FilterSetCreated,2146068161,2017,,both,2023-05-04 00:10:31,2023-05-04 00:10:33,P4,2.0,IncomeButton,False
FilterSetDestroyed,2146070946,,,both,2023-05-04 00:10:34,2023-05-04 00:10:43,P4,9.0,IncomeButton,True
Task 4,,,,,2023-05-04 00:10:43,2023-05-04 00:10:47,P4,4.0,IncomeButton,True
FilterSetCreated,2146067941,2017,,both,2023-05-04 00:10:47,2023-05-04 00:10:52,P4,5.0,IncomeButton,False
FilterSetUpdated,2146067941,2017,Norrk?ping,both,2023-05-04 00:10:52,2023-05-04 00:10:58,P4,6.0,IncomeButton,False
FilterSetUpdated,2146067941,2017,Norrk?ping,male,2023-05-04 00:10:58,2023-05-04 00:10:59,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2016,Norrk?ping,male,2023-05-04 00:10:59,2023-05-04 00:11:00,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2017,Norrk?ping,male,2023-05-04 00:10:59,2023-05-04 00:11:00,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2016,Norrk?ping,male,2023-05-04 00:10:59,2023-05-04 00:11:00,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2015,Norrk?ping,male,2023-05-04 00:10:59,2023-05-04 00:11:00,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2016,Norrk?ping,male,2023-05-04 00:10:59,2023-05-04 00:11:00,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2015,Norrk?ping,male,2023-05-04 00:10:59,2023-05-04 00:11:00,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2014,Norrk?ping,male,2023-05-04 00:10:59,2023-05-04 00:11:00,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2015,Norrk?ping,male,2023-05-04 00:10:59,2023-05-04 00:11:00,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2014,Norrk?ping,male,2023-05-04 00:10:59,2023-05-04 00:11:00,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2013,Norrk?ping,male,2023-05-04 00:10:59,2023-05-04 00:11:00,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2012,Norrk?ping,male,2023-05-04 00:10:59,2023-05-04 00:11:00,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2013,Norrk?ping,male,2023-05-04 00:10:59,2023-05-04 00:11:00,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2012,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2011,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2010,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2011,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2010,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2009,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2010,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2009,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2008,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2009,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2008,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2007,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2006,Norrk?ping,male,2023-05-04 00:11:00,2023-05-04 00:11:02,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:11:02,2023-05-04 00:11:05,P4,3.0,IncomeButton,False
FilterSetUpdated,2146067941,2006,Norrk?ping,male,2023-05-04 00:11:02,2023-05-04 00:11:05,P4,3.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:11:02,2023-05-04 00:11:05,P4,3.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,female,2023-05-04 00:11:05,2023-05-04 00:11:07,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:11:07,2023-05-04 00:11:10,P4,3.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,female,2023-05-04 00:11:10,2023-05-04 00:11:11,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:11:11,2023-05-04 00:11:22,P4,11.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,female,2023-05-04 00:11:22,2023-05-04 00:11:31,P4,9.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:11:31,2023-05-04 00:11:33,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,female,2023-05-04 00:11:33,2023-05-04 00:11:37,P4,4.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:11:37,2023-05-04 00:11:44,P4,7.0,IncomeButton,False
FilterSetUpdated,2146067941,2007,Norrk?ping,male,2023-05-04 00:11:44,2023-05-04 00:11:45,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2006,Norrk?ping,male,2023-05-04 00:11:44,2023-05-04 00:11:45,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2007,Norrk?ping,male,2023-05-04 00:11:44,2023-05-04 00:11:45,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2008,Norrk?ping,male,2023-05-04 00:11:44,2023-05-04 00:11:45,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2007,Norrk?ping,male,2023-05-04 00:11:44,2023-05-04 00:11:45,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2008,Norrk?ping,male,2023-05-04 00:11:44,2023-05-04 00:11:45,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2009,Norrk?ping,male,2023-05-04 00:11:44,2023-05-04 00:11:45,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2008,Norrk?ping,male,2023-05-04 00:11:44,2023-05-04 00:11:45,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2009,Norrk?ping,male,2023-05-04 00:11:44,2023-05-04 00:11:45,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2010,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2009,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2010,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2011,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2010,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2011,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2012,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2011,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2012,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2013,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2012,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2013,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2014,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2013,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2015,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2014,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2015,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2016,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2015,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2016,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2017,Norrk?ping,male,2023-05-04 00:11:45,2023-05-04 00:11:46,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2016,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2017,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2015,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2016,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2015,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2014,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2013,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2014,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2013,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2012,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2011,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2012,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2011,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2010,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2011,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2010,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2009,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2010,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2009,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2008,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2009,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2008,Norrk?ping,male,2023-05-04 00:11:46,2023-05-04 00:11:47,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2007,Norrk?ping,male,2023-05-04 00:11:47,2023-05-04 00:11:48,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2008,Norrk?ping,male,2023-05-04 00:11:47,2023-05-04 00:11:48,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2007,Norrk?ping,male,2023-05-04 00:11:47,2023-05-04 00:11:48,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,2006,Norrk?ping,male,2023-05-04 00:11:48,2023-05-04 00:11:50,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2007,Norrk?ping,male,2023-05-04 00:11:48,2023-05-04 00:11:50,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2006,Norrk?ping,male,2023-05-04 00:11:48,2023-05-04 00:11:50,P4,2.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:11:50,2023-05-04 00:11:53,P4,3.0,IncomeButton,False
FilterSetUpdated,2146067941,2006,Norrk?ping,male,2023-05-04 00:11:50,2023-05-04 00:11:53,P4,3.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:11:50,2023-05-04 00:11:53,P4,3.0,IncomeButton,False
FilterSetCreated,2146067785,2017,,both,2023-05-04 00:11:53,2023-05-04 00:11:55,P4,2.0,IncomeButton,True
FilterSetDestroyed,2146067785,,,both,2023-05-04 00:11:55,2023-05-04 00:11:56,P4,1.0,IncomeButton,True
FilterSetCreated,2146067626,2017,,both,2023-05-04 00:11:56,2023-05-04 00:12:00,P4,4.0,IncomeButton,True
FilterSetUpdated,2146067626,2017,Norrk?ping,both,2023-05-04 00:12:00,2023-05-04 00:12:01,P4,1.0,IncomeButton,True
FilterSetUpdated,2146067626,2017,Norrk?ping,male,2023-05-04 00:12:01,2023-05-04 00:12:06,P4,5.0,IncomeButton,True
FilterSetUpdated,2146067626,2017,Norrk?ping,male,2023-05-04 00:12:06,2023-05-04 00:12:18,P4,12.0,IncomeButton,True
FilterSetUpdated,2146067626,2017,Norrk?ping,female,2023-05-04 00:12:18,2023-05-04 00:12:20,P4,2.0,IncomeButton,True
FilterSetUpdated,2146067941,2005,Norrk?ping,female,2023-05-04 00:12:20,2023-05-04 00:12:34,P4,14.0,IncomeButton,False
FilterSetUpdated,2146067941,2005,Norrk?ping,male,2023-05-04 00:12:34,2023-05-04 00:12:35,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067626,2017,Norrk?ping,male,2023-05-04 00:12:35,2023-05-04 00:13:13,P4,38.0,IncomeButton,True
Task 5,,,,,2023-05-04 00:13:13,2023-05-04 00:13:27,P4,14.0,IncomeButton,True
FilterSetUpdated,2146067626,2017,Norrk?ping,female,2023-05-04 00:13:27,2023-05-04 00:13:37,P4,10.0,IncomeButton,True
FilterSetUpdated,2146067941,1991,Norrk?ping,male,2023-05-04 00:13:37,2023-05-04 00:13:38,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1990,Norrk?ping,male,2023-05-04 00:13:37,2023-05-04 00:13:38,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1992,Norrk?ping,male,2023-05-04 00:13:37,2023-05-04 00:13:38,P4,1.0,IncomeButton,False
FilterSetUpdated,2146067941,1990,Norrk?ping,male,2023-05-04 00:13:37,2023-05-04 00:13:38,P4,1.0,IncomeButton,False
