event,ID,year,municipality,gender,start,end,participant,duration,view,complete
FilterSetUpdated,2146750708,2007,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2006,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2008,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2009,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2010,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2009,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2011,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2010,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2012,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2011,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2013,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2012,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2013,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2014,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2015,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2016,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2015,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2017,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2016,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
FilterSetUpdated,2146750708,2017,,both,2023-05-04 00:15:04,2023-05-04 00:15:04,P6,0.0,IncomeButton,False
Task 6,,,,,2023-05-04 00:15:04,2023-05-04 00:15:07,P6,3.0,IncomeButton,True
